player,phase,total_innings,high_pressure_innings,low_pressure_innings,pts,high_dismissal_rate,low_dismissal_rate,sr_delta,high_pressure_sr,low_pressure_sr,boundary_delta,high_pressure_boundary_pct,low_pressure_boundary_pct,overall_sr,overall_dismissal_rate,overall_dot_density,cluster,archetype,archetype_color
SO Hetmyer,MO,43,9,34,1.556,0.7778,0.5,-48.84,92.6,141.44,-0.0279,0.1269,0.1548,131.22,0.5581,0.3168,3,Explosive Aggressor,#3498db
KY Chan,MO,36,15,21,1.75,0.6667,0.381,-46.26,58.44,104.7,-0.0455,0.0489,0.0945,85.43,0.5,0.4003,1,Composed Accumulator,#2ecc71
KKN Egodage,MO,43,17,26,1.251,0.5294,0.4231,-35.69,58.28,93.96,-0.0429,0.036,0.0789,79.86,0.4651,0.4082,1,Composed Accumulator,#2ecc71
I Barma,MO,31,10,21,1.167,0.5,0.4286,-41.03,52.61,93.63,-0.032,0.0399,0.0719,80.4,0.4516,0.4437,1,Composed Accumulator,#2ecc71
RC Belbashi,MO,32,18,14,7.778,0.5556,0.0714,-41.44,65.74,107.18,-0.0346,0.0763,0.1108,83.87,0.3438,0.4713,0,Steady Anchor,#34495e
SR Magar,MO,17,7,10,1.429,0.5714,0.4,-38.86,52.92,91.78,-0.0221,0.0446,0.0668,75.78,0.4706,0.4076,1,Composed Accumulator,#2ecc71
Y Daswani,MO,31,17,14,1.647,0.4706,0.2857,-36.76,56.04,92.81,-0.0302,0.025,0.0552,72.65,0.3871,0.4498,1,Composed Accumulator,#2ecc71
Ainna Hamizah Hashim,MO,17,12,5,1.667,0.3333,0.2,-16.45,53.59,70.03,-0.0007,0.0517,0.0524,58.42,0.2941,0.575,1,Composed Accumulator,#2ecc71
Maryam Omar,MO,20,9,11,0.611,0.2222,0.3636,-44.63,52.03,96.66,-0.0497,0.0298,0.0795,76.58,0.3,0.4492,1,Composed Accumulator,#2ecc71
JO Holder,MO,20,6,14,1.867,0.6667,0.3571,-38.71,102.64,141.35,-0.029,0.1333,0.1623,129.74,0.45,0.3563,3,Explosive Aggressor,#3498db
SA Wittmann,MO,22,11,11,1.8,0.8182,0.4545,-47.63,67.69,115.32,-0.0733,0.0744,0.1477,91.5,0.6364,0.4525,1,Composed Accumulator,#2ecc71
S Dube,MO,56,6,50,1.515,0.6667,0.44,-43.3,96.46,139.77,-0.0749,0.0948,0.1698,135.13,0.4643,0.3001,3,Explosive Aggressor,#3498db
CS Mugeri-Tiripano,MO,27,9,18,2.0,0.7778,0.3889,-34.53,80.2,114.73,-0.0145,0.091,0.1055,103.22,0.5185,0.3811,3,Explosive Aggressor,#3498db
NPAN Sakarini,MO,20,10,10,1.5,0.6,0.4,-39.06,63.05,102.11,-0.026,0.072,0.098,82.58,0.5,0.4391,1,Composed Accumulator,#2ecc71
JA Diergaardt,MO,20,11,9,1.023,0.4545,0.4444,-34.71,57.44,92.15,-0.0321,0.0399,0.072,73.06,0.45,0.4677,1,Composed Accumulator,#2ecc71
M Mupachikwa,MO,31,14,17,1.7,0.5,0.2941,-29.83,71.84,101.67,-0.0354,0.0664,0.1017,88.2,0.3871,0.4194,1,Composed Accumulator,#2ecc71
H Ishimwe,MO,26,10,16,1.6,0.5,0.3125,-40.03,61.39,101.42,-0.0174,0.0776,0.095,86.02,0.3846,0.4469,1,Composed Accumulator,#2ecc71
J Mbabazi,MO,26,16,10,1.719,0.6875,0.4,-29.53,63.41,92.94,-0.023,0.0631,0.0861,74.77,0.5769,0.4723,1,Composed Accumulator,#2ecc71
MD Bimenyimana,MO,27,16,11,1.547,0.5625,0.3636,-16.57,68.27,84.84,0.0199,0.0706,0.0507,75.02,0.4815,0.4772,1,Composed Accumulator,#2ecc71
G Ishimwe,MO,23,11,12,2.182,0.7273,0.3333,-44.17,59.95,104.12,-0.0709,0.0347,0.1056,83.0,0.5217,0.4303,1,Composed Accumulator,#2ecc71
M Yanagida,MO,18,10,8,1.6,0.4,0.25,-42.87,54.76,97.63,-0.0591,0.0329,0.092,73.81,0.3333,0.4386,1,Composed Accumulator,#2ecc71
DM Nakrani,MO,23,9,14,1.556,0.6667,0.4286,-50.42,82.74,133.16,-0.0635,0.0841,0.1476,113.43,0.5217,0.3845,3,Explosive Aggressor,#3498db
I Danladi,MO,33,11,22,1.455,0.7273,0.5,-37.97,82.22,120.19,-0.0449,0.0879,0.1328,107.54,0.5758,0.4043,3,Explosive Aggressor,#3498db
IO Okpe,MO,22,7,15,2.679,0.7143,0.2667,-50.08,58.33,108.41,-0.0379,0.0365,0.0744,92.47,0.4091,0.3922,3,Explosive Aggressor,#3498db
K Motlanka,MO,21,7,14,2.4,0.8571,0.3571,-48.59,64.12,112.72,-0.091,0.0339,0.1248,96.52,0.5238,0.375,4,Pressure Vulnerable,#e74c3c
R Nehonde,MO,18,8,10,1.25,0.75,0.6,-47.17,72.76,119.93,-0.0359,0.0863,0.1222,98.97,0.6667,0.4431,1,Composed Accumulator,#2ecc71
E Iloku,MO,17,7,10,1.02,0.7143,0.7,-13.82,67.43,81.26,0.0234,0.0672,0.0437,75.56,0.7059,0.4414,1,Composed Accumulator,#2ecc71
Syed Aziz,MO,36,5,31,1.722,1.0,0.5806,-71.52,64.69,136.21,-0.1049,0.0504,0.1553,126.28,0.6389,0.3102,4,Pressure Vulnerable,#e74c3c
Ahmed Hassan,MO,18,6,12,2.0,1.0,0.5,-71.72,65.07,136.79,-0.1041,0.064,0.1681,112.88,0.6667,0.3971,4,Pressure Vulnerable,#e74c3c
PA Chatterji,MO,16,6,10,1.667,0.8333,0.5,-21.84,66.26,88.1,0.0337,0.0921,0.0584,79.91,0.625,0.4309,1,Composed Accumulator,#2ecc71
L Jack,MO,16,7,9,0.257,0.1429,0.5556,-16.25,72.09,88.34,0.0468,0.0907,0.0439,81.23,0.375,0.4133,1,Composed Accumulator,#2ecc71
R Rijke,MO,35,9,26,1.838,0.7778,0.4231,-49.57,62.96,112.52,-0.0602,0.0536,0.1138,99.78,0.5143,0.371,3,Explosive Aggressor,#3498db
Virandeep Singh,MO,48,5,43,2.15,1.0,0.4651,-57.8,68.86,126.66,-0.0689,0.069,0.1379,120.64,0.5208,0.3006,3,Explosive Aggressor,#3498db
Muhammad Tanveer,MO,32,7,25,1.623,0.7143,0.44,-43.36,82.39,125.75,-0.0514,0.0873,0.1388,116.26,0.5,0.3559,3,Explosive Aggressor,#3498db
IJR Zwilling,MO,16,9,7,1.296,0.5556,0.4286,-23.38,58.04,81.42,-0.0159,0.0331,0.049,68.27,0.5,0.4563,1,Composed Accumulator,#2ecc71
O Prendergast,MO,32,8,24,1.75,0.875,0.5,-44.81,75.91,120.72,-0.0347,0.09,0.1247,109.52,0.5938,0.3545,3,Explosive Aggressor,#3498db
Aaron Jones,MO,22,6,16,3.2,1.0,0.3125,-18.22,97.2,115.42,0.0161,0.1228,0.1067,110.45,0.5,0.3664,3,Explosive Aggressor,#3498db
DMW Rawlins,MO,20,5,15,3.0,0.8,0.2667,-80.29,90.56,170.85,-0.0958,0.1294,0.2252,150.78,0.4,0.3354,2,Pressure Collapser,#9b59b6
JP Kotze,MO,16,5,11,1.257,0.8,0.6364,-42.0,84.5,126.5,-0.0844,0.0686,0.153,113.37,0.6875,0.3834,3,Explosive Aggressor,#3498db
MG Erasmus,MO,44,6,38,0.745,0.3333,0.4474,-44.06,84.46,128.51,-0.038,0.0873,0.1253,122.51,0.4318,0.303,3,Explosive Aggressor,#3498db
GK Diviya,MO,20,15,5,0.778,0.4667,0.6,-48.84,41.88,90.72,-0.0553,0.0183,0.0736,54.09,0.5,0.5359,1,Composed Accumulator,#2ecc71
Murshida Khatun,MO,18,7,11,1.886,0.8571,0.4545,-22.53,76.8,99.32,-0.0153,0.0749,0.0902,90.56,0.6111,0.4001,1,Composed Accumulator,#2ecc71
S Sunday,MO,19,10,9,4.05,0.9,0.2222,-47.23,57.66,104.89,-0.0616,0.0722,0.1339,80.03,0.5789,0.4952,0,Steady Anchor,#34495e
M Hill,MO,30,9,21,1.556,0.6667,0.4286,-44.01,70.71,114.73,-0.0576,0.0688,0.1264,101.52,0.5,0.3781,3,Explosive Aggressor,#3498db
Kushal Malla,MO,20,8,12,1.5,0.75,0.5,-72.87,71.24,144.11,-0.1006,0.0711,0.1717,114.96,0.6,0.3978,4,Pressure Vulnerable,#e74c3c
ZE Green,MO,17,5,12,1.371,0.8,0.5833,-42.23,61.56,103.79,-0.0322,0.0525,0.0846,91.37,0.6471,0.359,3,Explosive Aggressor,#3498db
JO Adedeji,MO,25,14,11,1.122,0.7143,0.6364,-27.89,74.89,102.78,-0.0156,0.073,0.0886,87.16,0.68,0.4594,1,Composed Accumulator,#2ecc71
Khushdil Shah,MO,15,5,10,1.2,0.6,0.5,-31.39,77.47,108.86,-0.0468,0.0716,0.1183,98.4,0.5333,0.4026,1,Composed Accumulator,#2ecc71
RM Dorji,MO,17,6,11,1.528,0.8333,0.5455,-25.22,81.52,106.74,-0.0283,0.0788,0.1071,97.84,0.6471,0.4149,1,Composed Accumulator,#2ecc71
Azyan Farhath,MO,16,5,11,4.4,0.8,0.1818,-19.48,66.69,86.17,0.0013,0.0476,0.0463,80.08,0.375,0.3883,0,Steady Anchor,#34495e
RM Ghosh,MO,22,7,15,0.612,0.2857,0.4667,-27.03,96.23,123.27,-0.0377,0.1368,0.1745,114.67,0.4091,0.4096,1,Composed Accumulator,#2ecc71
Junaid Aziz,MO,16,7,9,2.571,0.5714,0.2222,-31.26,82.26,113.52,-0.0148,0.1011,0.1159,99.85,0.375,0.4596,1,Composed Accumulator,#2ecc71
Basil Hameed,MO,15,5,10,1.333,0.4,0.3,-33.96,82.19,116.15,-0.0098,0.0771,0.0869,104.83,0.3333,0.3496,3,Explosive Aggressor,#3498db
S Mostary,MO,17,7,10,1.429,1.0,0.7,-16.22,65.92,82.15,0.0143,0.0698,0.0555,75.47,0.8235,0.4415,1,Composed Accumulator,#2ecc71
Shaheryar Butt,MO,17,6,11,0.524,0.3333,0.6364,-52.46,91.83,144.28,-0.0522,0.1346,0.1868,125.77,0.5294,0.3894,3,Explosive Aggressor,#3498db
WG Jacks,MO,16,5,11,1.1,1.0,0.9091,-59.85,73.97,133.83,-0.1035,0.0582,0.1616,115.12,0.9375,0.3693,4,Pressure Vulnerable,#e74c3c
AC Kerr,MO,35,5,30,3.0,1.0,0.3333,-51.15,62.17,113.32,-0.0841,0.0194,0.1034,106.01,0.4286,0.3001,3,Explosive Aggressor,#3498db
A Bosch,MO,23,6,17,1.889,1.0,0.5294,-23.15,95.55,118.7,-0.0024,0.129,0.1314,112.66,0.6522,0.3688,3,Explosive Aggressor,#3498db
Aqib Iqbal,MO,22,6,16,1.524,0.6667,0.4375,-54.72,70.47,125.19,-0.0711,0.0518,0.1229,110.27,0.5,0.343,3,Explosive Aggressor,#3498db
LA Dunbar,MO,17,8,9,1.125,0.5,0.4444,-68.03,62.63,130.66,-0.1277,0.0569,0.1846,98.65,0.4706,0.4285,4,Pressure Vulnerable,#e74c3c
B Arora,MO,15,6,9,3.75,0.8333,0.2222,-15.67,71.21,86.88,-0.0051,0.0803,0.0854,80.61,0.4667,0.4272,0,Steady Anchor,#34495e
Usman Khan,MO,19,5,14,1.05,0.6,0.5714,-45.7,82.89,128.59,-0.0355,0.0994,0.1349,116.57,0.5789,0.3393,3,Explosive Aggressor,#3498db
D Ndikubwimana,MO,25,17,8,1.035,0.6471,0.625,-36.8,64.93,101.73,-0.0366,0.0449,0.0815,76.7,0.64,0.4776,1,Composed Accumulator,#2ecc71
O Tuyisenge,MO,20,8,12,0.818,0.75,0.9167,-39.58,71.88,111.45,-0.0812,0.0428,0.124,95.62,0.85,0.4388,1,Composed Accumulator,#2ecc71
OH Agbomadzie,MO,16,8,8,2.0,0.75,0.375,-56.47,57.62,114.1,-0.0672,0.0531,0.1204,85.86,0.5625,0.4164,4,Pressure Vulnerable,#e74c3c
C Rububagumya,MO,20,10,10,1.25,0.5,0.4,-40.17,61.91,102.08,-0.0424,0.0382,0.0806,82.0,0.45,0.4309,1,Composed Accumulator,#2ecc71
HM Omary,MO,20,10,10,1.667,0.5,0.3,-34.83,67.02,101.85,-0.0328,0.0545,0.0873,84.43,0.4,0.3979,1,Composed Accumulator,#2ecc71
P Alako,MO,17,9,8,1.333,0.3333,0.25,-21.02,79.25,100.27,-0.006,0.0978,0.1038,89.14,0.2941,0.4727,1,Composed Accumulator,#2ecc71
TM McGrath,MO,23,6,17,2.833,0.6667,0.2353,-35.13,99.97,135.11,-0.027,0.1657,0.1927,125.94,0.3478,0.3583,3,Explosive Aggressor,#3498db
Ayan Khan,MO,20,6,14,0.778,0.5,0.6429,-16.53,79.06,95.6,0.0277,0.0917,0.0639,90.64,0.6,0.3722,1,Composed Accumulator,#2ecc71
SA Okpe,MO,25,12,13,2.167,0.6667,0.3077,-47.44,69.95,117.39,-0.0384,0.0659,0.1043,94.62,0.48,0.4279,1,Composed Accumulator,#2ecc71
K Nassoro,MO,31,15,16,1.829,0.8,0.4375,-43.64,72.7,116.35,-0.0564,0.0753,0.1316,95.23,0.6129,0.4014,1,Composed Accumulator,#2ecc71
A Ferguson,MO,15,5,10,1.2,0.6,0.5,-36.04,67.88,103.92,-0.0401,0.0615,0.1016,91.9,0.5333,0.396,1,Composed Accumulator,#2ecc71
Aysha,MO,18,5,13,1.733,0.8,0.4615,-72.45,63.11,135.57,-0.1345,0.0381,0.1726,115.44,0.5556,0.3198,4,Pressure Vulnerable,#e74c3c
K Ndlovu,MO,19,6,13,1.083,0.6667,0.6154,-62.62,61.54,124.16,-0.1065,0.0644,0.1709,104.39,0.6316,0.398,4,Pressure Vulnerable,#e74c3c
Shanzeen Shahzad,MO,16,8,8,2.0,0.75,0.375,-34.59,64.46,99.06,-0.0304,0.0655,0.0959,81.76,0.5625,0.4166,1,Composed Accumulator,#2ecc71
V Ooko,MO,19,8,11,1.925,0.875,0.4545,-45.68,59.72,105.4,-0.0855,0.0561,0.1415,86.17,0.6316,0.4508,1,Composed Accumulator,#2ecc71
Shafina Mahesh,MO,16,9,7,2.333,0.6667,0.2857,-24.2,49.96,74.15,-0.0177,0.0468,0.0645,60.54,0.5,0.4907,1,Composed Accumulator,#2ecc71
Vinu Kumar,MO,19,9,10,2.778,0.5556,0.2,-39.59,44.35,83.94,-0.0062,0.0473,0.0535,65.19,0.3684,0.4464,1,Composed Accumulator,#2ecc71
WK Dilhari,MO,16,5,11,0.629,0.4,0.6364,-33.09,89.02,122.11,-0.0449,0.0964,0.1413,111.77,0.5625,0.3603,3,Explosive Aggressor,#3498db
Khushi Sharma,MO,21,12,9,1.2,0.6667,0.5556,-19.06,68.14,87.2,0.0086,0.0496,0.041,76.31,0.619,0.4354,1,Composed Accumulator,#2ecc71
RR Seth,MO,15,8,7,0.875,0.5,0.5714,-17.83,61.0,78.83,-0.0111,0.0632,0.0743,69.32,0.5333,0.4717,1,Composed Accumulator,#2ecc71
Yasim Murtaza,MO,18,5,13,1.56,0.6,0.3846,-46.76,63.74,110.5,-0.0555,0.0416,0.0971,97.51,0.4444,0.3604,3,Explosive Aggressor,#3498db
Ahmad Ramdoni,MO,24,14,10,0.714,0.4286,0.6,-44.32,57.17,101.49,-0.0501,0.0551,0.1052,75.64,0.5,0.4635,1,Composed Accumulator,#2ecc71
IK Gamantika,MO,24,9,15,1.944,0.7778,0.4,-52.04,59.74,111.78,-0.0728,0.0437,0.1165,92.26,0.5417,0.3924,4,Pressure Vulnerable,#e74c3c
PR Surve,MO,23,6,17,2.361,0.8333,0.3529,-22.4,85.74,108.13,-0.0112,0.0868,0.098,102.29,0.4783,0.3566,3,Explosive Aggressor,#3498db
Anjar Tadarus,MO,16,6,10,2.083,0.8333,0.4,-43.28,68.77,112.05,-0.0347,0.0811,0.1157,95.82,0.5625,0.4221,1,Composed Accumulator,#2ecc71
A Chandel,MO,16,7,9,0.857,0.2857,0.3333,-32.64,45.31,77.95,-0.0423,0.0197,0.062,63.67,0.3125,0.4505,1,Composed Accumulator,#2ecc71
Sohail Ahmed,MO,38,6,32,1.333,0.5,0.375,-52.84,63.61,116.46,-0.0602,0.0493,0.1095,108.11,0.3947,0.3237,3,Explosive Aggressor,#3498db
W Niyitanga,MO,18,11,7,5.091,0.7273,0.1429,-76.09,54.01,130.11,-0.0763,0.0493,0.1257,83.6,0.5,0.4857,0,Steady Anchor,#34495e
MO Kitunda,MO,15,5,10,1.667,1.0,0.6,-39.01,72.74,111.74,-0.0011,0.0967,0.0979,98.74,0.7333,0.3995,1,Composed Accumulator,#2ecc71
O Manishimwe,MO,20,7,13,2.321,0.7143,0.3077,-45.82,62.39,108.21,-0.0579,0.0357,0.0936,92.17,0.45,0.3881,3,Explosive Aggressor,#3498db
Asif Khan,MO,25,7,18,1.429,0.7143,0.5,-49.58,93.44,143.02,-0.0653,0.1065,0.1718,129.14,0.56,0.3688,3,Explosive Aggressor,#3498db
B Shanti,MO,18,10,8,1.867,0.7,0.375,-40.34,61.09,101.43,-0.0454,0.0571,0.1025,79.02,0.5556,0.443,1,Composed Accumulator,#2ecc71
Puja Mahato,MO,19,8,11,1.65,0.75,0.4545,-45.8,48.78,94.57,-0.0348,0.0417,0.0765,75.29,0.5789,0.427,1,Composed Accumulator,#2ecc71
Jaker Ali,MO,16,5,11,1.467,0.4,0.2727,-49.19,70.85,120.04,-0.0574,0.0598,0.1172,104.67,0.3125,0.3706,3,Explosive Aggressor,#3498db
C Uwase,MO,15,10,5,2.0,0.8,0.4,-12.14,61.52,73.67,0.006,0.0629,0.057,65.57,0.6667,0.5339,1,Composed Accumulator,#2ecc71
GD Arta,MO,19,10,9,2.4,0.8,0.3333,-42.42,67.25,109.67,-0.047,0.0609,0.1079,87.34,0.5789,0.4548,1,Composed Accumulator,#2ecc71
DJ Bravo,Death,71,10,61,2.652,1.0,0.377,-50.74,126.76,177.5,-0.0425,0.1768,0.2193,170.36,0.4648,0.224,3,Explosive Aggressor,#3498db
SL Malinga,Death,15,10,5,0.75,0.6,0.8,-41.29,77.8,119.09,-0.0706,0.08,0.1506,91.56,0.6667,0.4573,1,Composed Accumulator,#2ecc71
KD Karthik,Death,99,9,90,1.842,0.7778,0.4222,-83.15,98.65,181.8,-0.153,0.1144,0.2674,174.24,0.4545,0.2266,2,Pressure Collapser,#9b59b6
DJG Sammy,Death,40,6,34,1.133,0.5,0.4412,-97.31,89.75,187.06,-0.1888,0.078,0.2668,172.46,0.45,0.2208,2,Pressure Collapser,#9b59b6
Mashrafe Mortaza,Death,15,5,10,1.0,0.4,0.4,-21.26,136.19,157.45,0.0384,0.2595,0.2211,150.36,0.4,0.3579,3,Explosive Aggressor,#3498db
Misbah-ul-Haq,Death,22,5,17,3.4,0.8,0.2353,-60.17,104.22,164.38,-0.0549,0.139,0.1939,150.71,0.3636,0.2574,3,Explosive Aggressor,#3498db
BJ Hodge,Death,45,7,38,1.551,0.5714,0.3684,-70.22,100.21,170.43,-0.087,0.1287,0.2157,159.51,0.4,0.2171,2,Pressure Collapser,#9b59b6
MG Johnson,Death,25,8,17,4.25,0.75,0.1765,-70.38,58.98,129.36,-0.0953,0.0322,0.1275,106.84,0.36,0.3343,0,Steady Anchor,#34495e
MS Dhoni,Death,185,17,168,1.704,0.5882,0.3452,-68.37,107.74,176.11,-0.0805,0.1506,0.2311,169.83,0.3676,0.2084,2,Pressure Collapser,#9b59b6
AB de Villiers,Death,68,5,63,2.965,0.8,0.2698,-124.32,99.1,223.42,-0.2265,0.1003,0.3268,214.28,0.3088,0.1721,2,Pressure Collapser,#9b59b6
Harbhajan Singh,Death,39,6,33,2.2,1.0,0.4545,-67.6,94.19,161.8,-0.1235,0.1193,0.2428,151.39,0.5385,0.2907,2,Pressure Collapser,#9b59b6
Shoaib Malik,Death,42,5,37,1.708,0.6,0.3514,-138.5,47.01,185.51,-0.2449,0.0,0.2449,169.02,0.381,0.1941,2,Pressure Collapser,#9b59b6
Yuvraj Singh,Death,49,10,39,1.671,0.9,0.5385,-95.96,98.06,194.02,-0.1698,0.1264,0.2961,174.44,0.6122,0.2905,2,Pressure Collapser,#9b59b6
RG Sharma,Death,66,6,60,1.538,0.6667,0.4333,-80.77,118.24,199.01,-0.0996,0.1911,0.2906,191.67,0.4545,0.2055,2,Pressure Collapser,#9b59b6
G Gambhir,Death,17,5,12,1.371,0.8,0.5833,-38.61,110.0,148.61,-0.036,0.1301,0.1661,137.26,0.6471,0.2944,3,Explosive Aggressor,#3498db
PP Chawla,Death,32,9,23,2.13,0.5556,0.2609,-64.14,82.86,147.0,-0.0672,0.1179,0.185,128.96,0.3438,0.2828,3,Explosive Aggressor,#3498db
RA Jadeja,Death,107,9,98,1.177,0.4444,0.3776,-82.15,77.87,160.01,-0.1131,0.0807,0.1938,153.11,0.3832,0.2012,2,Pressure Collapser,#9b59b6
P Kumar,Death,28,11,17,3.606,0.6364,0.1765,-48.64,79.56,128.2,-0.0423,0.0818,0.1241,109.09,0.3571,0.3669,0,Steady Anchor,#34495e
SK Raina,Death,58,5,53,0.883,0.4,0.4528,-44.45,121.14,165.58,-0.0116,0.2029,0.2145,161.75,0.4483,0.2141,3,Explosive Aggressor,#3498db
MK Pandey,Death,55,5,50,1.667,0.6,0.36,-91.07,59.33,150.4,-0.1378,0.0333,0.1712,142.12,0.3818,0.2081,2,Pressure Collapser,#9b59b6
R Vinay Kumar,Death,17,5,12,1.067,0.8,0.75,-34.44,97.46,131.9,-0.0157,0.109,0.1247,121.77,0.7647,0.336,3,Explosive Aggressor,#3498db
KA Pollard,Death,129,21,108,1.385,0.6667,0.4815,-90.21,97.26,187.47,-0.1431,0.1136,0.2567,172.78,0.5116,0.247,2,Pressure Collapser,#9b59b6
J Botha,Death,31,5,26,1.733,0.8,0.4615,-104.11,68.47,172.58,-0.1403,0.0786,0.2188,155.79,0.5161,0.2384,2,Pressure Collapser,#9b59b6
V Kohli,Death,84,5,79,1.09,0.4,0.3671,-109.46,79.07,188.53,-0.1417,0.105,0.2467,182.02,0.369,0.1974,2,Pressure Collapser,#9b59b6
R Ashwin,Death,44,7,37,2.44,0.8571,0.3514,-77.86,61.41,139.27,-0.1218,0.0397,0.1615,126.88,0.4318,0.2553,2,Pressure Collapser,#9b59b6
EJG Morgan,Death,54,7,47,2.014,0.8571,0.4255,-80.91,110.29,191.2,-0.0916,0.1645,0.2561,180.71,0.4815,0.217,2,Pressure Collapser,#9b59b6
KM Jadhav,Death,35,6,29,1.812,0.5,0.2759,-72.42,72.75,145.17,-0.1006,0.0806,0.1812,132.75,0.3143,0.2855,2,Pressure Collapser,#9b59b6
AT Rayudu,Death,53,6,47,1.958,0.6667,0.3404,-86.46,85.52,171.97,-0.1226,0.0933,0.2159,162.19,0.3774,0.1937,2,Pressure Collapser,#9b59b6
NV Ojha,Death,20,6,14,1.944,0.8333,0.4286,-79.22,76.4,155.63,-0.0933,0.0845,0.1778,131.86,0.55,0.3058,2,Pressure Collapser,#9b59b6
MR Marsh,Death,45,5,40,1.684,0.8,0.475,-100.26,77.39,177.65,-0.1366,0.0889,0.2255,166.51,0.5111,0.2371,2,Pressure Collapser,#9b59b6
NLTC Perera,Death,45,5,40,2.857,1.0,0.35,-56.19,114.48,170.67,-0.042,0.1749,0.217,164.43,0.4222,0.2387,3,Explosive Aggressor,#3498db
DA Miller,Death,113,7,106,2.227,0.7143,0.3208,-93.52,78.78,172.3,-0.1469,0.076,0.2228,166.5,0.3451,0.2051,2,Pressure Collapser,#9b59b6
WD Parnell,Death,15,5,10,1.333,0.4,0.3,-57.29,61.33,118.62,-0.0719,0.0333,0.1052,99.52,0.3333,0.3425,3,Explosive Aggressor,#3498db
AJ Finch,Death,38,5,33,2.357,1.0,0.4242,-109.65,90.0,199.66,-0.1775,0.1156,0.293,185.23,0.5,0.2215,2,Pressure Collapser,#9b59b6
CR Woakes,Death,17,6,11,1.833,0.6667,0.3636,-74.32,74.03,148.35,-0.0815,0.082,0.1635,122.12,0.4706,0.3255,4,Pressure Vulnerable,#e74c3c
DT Christian,Death,60,9,51,1.545,0.6667,0.4314,-57.48,112.42,169.9,-0.0617,0.1561,0.2178,161.28,0.4667,0.2539,3,Explosive Aggressor,#3498db
AD Russell,Death,81,14,67,2.209,0.8571,0.3881,-94.56,107.73,202.29,-0.1265,0.1818,0.3083,185.95,0.4691,0.2895,2,Pressure Collapser,#9b59b6
JP Faulkner,Death,53,7,46,1.825,0.7143,0.3913,-54.93,86.08,141.01,-0.0519,0.0827,0.1347,133.75,0.434,0.2146,3,Explosive Aggressor,#3498db
MG Neser,Death,27,5,22,0.293,0.2,0.6818,-44.06,101.75,145.81,-0.0466,0.1191,0.1657,137.65,0.5926,0.2942,3,Explosive Aggressor,#3498db
MA Starc,Death,15,5,10,1.5,0.6,0.4,-76.33,48.29,124.62,-0.0922,0.0333,0.1255,99.17,0.4667,0.3334,4,Pressure Vulnerable,#e74c3c
NM Coulter-Nile,Death,23,8,15,1.875,0.75,0.4,-35.98,110.88,146.86,-0.0354,0.15,0.1854,134.34,0.5217,0.3519,3,Explosive Aggressor,#3498db
SA Abbott,Death,29,6,23,2.3,1.0,0.4348,-98.43,49.86,148.28,-0.1084,0.0423,0.1507,127.92,0.5517,0.2823,2,Pressure Collapser,#9b59b6
C de Grandhomme,Death,22,5,17,1.457,0.6,0.4118,-91.43,72.79,164.22,-0.1278,0.0639,0.1917,143.44,0.4545,0.2404,2,Pressure Collapser,#9b59b6
SO Ngoche,Death,21,5,16,3.2,1.0,0.3125,-82.36,74.05,156.42,-0.1548,0.0486,0.2034,136.81,0.4762,0.2438,2,Pressure Collapser,#9b59b6
B Kumar,Death,27,9,18,2.5,0.5556,0.2222,-50.15,67.28,117.42,-0.0506,0.0641,0.1148,100.71,0.3333,0.3375,3,Explosive Aggressor,#3498db
SP Narine,Death,16,7,9,0.429,0.2857,0.6667,-52.52,92.96,145.48,-0.0172,0.1565,0.1737,122.5,0.5,0.3903,3,Explosive Aggressor,#3498db
H Kaur,Death,36,5,31,1.431,0.6,0.4194,-115.05,39.19,154.24,-0.2093,0.0,0.2093,138.26,0.4444,0.2862,2,Pressure Collapser,#9b59b6
D van Niekerk,Death,16,5,11,0.44,0.2,0.4545,-56.73,80.41,137.14,-0.148,0.0143,0.1622,119.41,0.375,0.311,4,Pressure Vulnerable,#e74c3c
BCJ Cutting,Death,60,10,50,1.2,0.6,0.5,-60.13,125.22,185.35,-0.0875,0.1777,0.2652,175.33,0.5167,0.2729,2,Pressure Collapser,#9b59b6
HWR Cartwright,Death,32,5,27,2.025,0.6,0.2963,-75.63,100.77,176.4,-0.1197,0.1128,0.2325,164.58,0.3438,0.2559,2,Pressure Collapser,#9b59b6
A Zampa,Death,20,13,7,1.885,0.5385,0.2857,-58.4,64.46,122.86,-0.072,0.0518,0.1238,84.9,0.45,0.439,4,Pressure Vulnerable,#e74c3c
D Wiese,Death,22,5,17,1.7,0.6,0.3529,-29.64,124.05,153.68,-0.0169,0.1578,0.1746,146.95,0.4091,0.2461,3,Explosive Aggressor,#3498db
MP Stoinis,Death,79,8,71,2.662,0.75,0.2817,-87.02,90.48,177.5,-0.1549,0.0777,0.2326,168.69,0.3291,0.2137,2,Pressure Collapser,#9b59b6
AJ Turner,Death,36,5,31,1.55,0.6,0.3871,-137.63,50.63,188.26,-0.2084,0.0308,0.2392,169.15,0.4167,0.232,2,Pressure Collapser,#9b59b6
JC Silk,Death,53,6,47,2.061,0.8333,0.4043,-79.06,80.72,159.77,-0.1198,0.0474,0.1673,150.82,0.4528,0.2088,2,Pressure Collapser,#9b59b6
JDS Neesham,Death,36,6,30,1.923,0.8333,0.4333,-91.16,67.96,159.11,-0.1276,0.0763,0.2039,143.92,0.5,0.2717,2,Pressure Collapser,#9b59b6
