player,phase,total_innings,high_pressure_innings,low_pressure_innings,pts,high_dismissal_rate,low_dismissal_rate,sr_delta,high_pressure_sr,low_pressure_sr,boundary_delta,high_pressure_boundary_pct,low_pressure_boundary_pct,overall_sr,overall_dismissal_rate,overall_dot_density
J Weatherald,PP,51,8,43,1.414,0.625,0.4419,-66.86,61.22,128.07,-0.1198,0.0748,0.1947,117.59,0.4706,0.4139
DJM Short,PP,80,10,70,3.5,0.6,0.1714,-64.1,59.31,123.41,-0.1023,0.0828,0.1851,115.4,0.225,0.4233
SP Narine,PP,38,5,33,1.76,0.8,0.4545,-95.08,82.15,177.24,-0.1992,0.1267,0.3259,164.73,0.5,0.3835
BR McDermott,PP,39,5,34,2.04,0.6,0.2941,-56.85,59.52,116.37,-0.0708,0.0784,0.1492,109.08,0.3333,0.4491
GD Phillips,PP,11,6,5,,0.6667,0.0,-52.73,49.34,102.07,-0.0897,0.05,0.1397,73.31,0.3636,0.5378
A Gardner,PP,10,4,6,0.5,0.25,0.5,-57.96,76.89,134.85,-0.0838,0.163,0.2468,111.66,0.4,0.5742
L Siaka,PP,16,4,12,1.286,0.75,0.5833,-61.56,68.08,129.65,-0.0619,0.0986,0.1606,114.25,0.625,0.4626
Ishan Kishan,PP,72,10,62,2.583,0.5,0.1935,-57.92,78.38,136.29,-0.0953,0.1258,0.2211,128.25,0.2361,0.4416
DJ Malan,PP,33,3,30,6.667,0.6667,0.1,-35.2,74.62,109.82,-0.038,0.1214,0.1594,106.62,0.1515,0.4293
Fakhar Zaman,PP,44,5,39,2.836,0.8,0.2821,-75.15,64.22,139.37,-0.142,0.0737,0.2158,130.83,0.3409,0.3775
JR Philippe,PP,67,6,61,3.177,0.8333,0.2623,-69.0,59.9,128.9,-0.1166,0.0532,0.1698,122.72,0.3134,0.3773
HWR Cartwright,PP,13,5,8,0.8,0.2,0.25,-50.9,78.95,129.86,-0.097,0.1033,0.2003,110.28,0.2308,0.4642
BKG Mendis,PP,46,6,40,3.333,0.6667,0.2,-62.78,74.36,137.14,-0.0811,0.1124,0.1936,128.95,0.2609,0.4006
Liton Das,PP,59,8,51,2.25,0.75,0.3333,-61.23,81.21,142.44,-0.0774,0.1362,0.2136,134.14,0.3898,0.3816
JI Rodrigues,PP,30,7,23,2.19,0.2857,0.1304,-45.41,57.03,102.44,-0.0585,0.0787,0.1373,91.84,0.1667,0.4677
S Luus,PP,12,5,7,2.8,0.4,0.1429,-54.18,78.49,132.67,-0.0712,0.1395,0.2107,110.09,0.25,0.4898
Shamima Sultana,PP,29,7,22,1.143,0.5714,0.5,-42.08,67.57,109.65,-0.0671,0.1081,0.1752,99.49,0.5172,0.5082
T Brits,PP,51,17,34,2.222,0.5882,0.2647,-29.12,68.69,97.81,-0.0259,0.1042,0.13,88.1,0.3725,0.5063
Muneeba Ali,PP,51,16,35,1.458,0.5,0.3429,-43.36,61.47,104.82,-0.0752,0.0797,0.155,91.22,0.3922,0.4897
N Chaiwai,PP,30,11,19,3.455,0.3636,0.1053,-19.23,50.53,69.77,0.0135,0.0728,0.0593,62.71,0.2,0.545
N Chantam,PP,46,24,22,0.917,0.3333,0.3636,-50.65,50.06,100.7,-0.0875,0.0564,0.1439,74.28,0.3478,0.5862
WA Duraisingam,PP,46,25,21,1.47,0.28,0.1905,-45.77,38.99,84.76,-0.0568,0.0375,0.0943,59.89,0.2391,0.5872
N Boochatham,PP,33,15,18,1.68,0.4667,0.2778,-39.72,56.16,95.88,-0.0742,0.0783,0.1525,77.82,0.3636,0.5512
MP O'Dowd,PP,56,5,51,3.4,0.8,0.2353,-32.41,91.4,123.81,-0.0162,0.1716,0.1878,120.92,0.2857,0.382
L Wolvaardt,PP,43,5,38,1.689,0.4,0.2368,-57.51,63.03,120.54,-0.1028,0.0818,0.1846,113.85,0.2558,0.4348
BFW de Leede,PP,11,6,5,1.667,0.3333,0.2,-33.54,68.82,102.36,-0.02,0.0957,0.1157,84.07,0.2727,0.5612
HDJ Siegers,PP,25,5,20,1.333,0.6,0.45,-27.63,90.95,118.58,-0.0264,0.1414,0.1678,113.05,0.48,0.4393
SL Kalis,PP,40,15,25,1.111,0.2667,0.24,-32.98,62.54,95.51,-0.0189,0.0951,0.114,83.15,0.25,0.5003
J Mbabazi,PP,44,19,25,1.151,0.3684,0.32,-35.23,52.61,87.84,-0.0323,0.0666,0.0989,72.63,0.3409,0.5498
SJ Bryce,PP,30,10,20,2.0,0.4,0.2,-46.21,63.74,109.94,-0.0476,0.0981,0.1456,94.54,0.2667,0.4687
B Tau,PP,17,8,9,2.25,0.25,0.1111,-44.05,44.55,88.6,-0.0633,0.048,0.1113,67.87,0.1765,0.5755
ER Oza,PP,75,21,54,1.543,0.4286,0.2778,-54.12,54.84,108.96,-0.0856,0.0717,0.1573,93.81,0.32,0.4918
L Jack,PP,13,5,8,3.2,0.8,0.25,-59.37,37.01,96.38,-0.1072,0.0,0.1072,73.55,0.4615,0.4779
K Awino,PP,25,16,9,0.562,0.25,0.4444,-22.48,44.11,66.58,-0.0177,0.046,0.0637,52.2,0.32,0.6089
S Jimmy,PP,15,3,12,0.0,0.0,0.3333,-27.8,51.07,78.88,-0.0077,0.0682,0.0759,73.31,0.2667,0.4431
KE Bryce,PP,24,11,13,2.364,0.3636,0.1538,-56.0,52.34,108.34,-0.093,0.0645,0.1575,82.67,0.25,0.5338
L Mophakedi,PP,32,18,14,4.667,0.3333,0.0714,-42.33,41.21,83.54,-0.0501,0.0425,0.0926,59.73,0.2188,0.5825
A van der Merwe,PP,25,7,18,2.057,0.5714,0.2778,-24.93,58.09,83.02,-0.0202,0.0739,0.094,76.04,0.36,0.4853
Yasmeen Khan,PP,45,17,28,2.471,0.3529,0.1429,-49.26,59.92,109.17,-0.0587,0.0944,0.153,90.56,0.2222,0.51
O Mondlane,PP,10,4,6,,0.5,0.0,-6.03,53.52,59.55,0.0342,0.0965,0.0623,57.14,0.2,0.5252
Chirag Suri,PP,19,5,14,7.0,1.0,0.1429,-56.02,65.45,121.47,-0.0758,0.1111,0.1869,106.72,0.3684,0.4989
Umaima Sohail,PP,13,5,8,1.6,0.6,0.375,-66.16,41.02,107.18,-0.058,0.0603,0.1183,81.73,0.4615,0.5512
Sahibzada Farhan,PP,21,6,15,1.0,0.3333,0.3333,-43.68,92.64,136.32,-0.0717,0.1262,0.198,123.84,0.3333,0.4937
SD Hope,PP,33,4,29,2.417,0.25,0.1034,-105.67,51.66,157.34,-0.2036,0.0416,0.2452,144.53,0.1212,0.3784
GWHM Perera,PP,17,8,9,0.0,0.0,0.4444,-43.99,64.12,108.11,-0.0731,0.0973,0.1704,87.41,0.2353,0.5311
M Bryant,PP,29,5,24,2.057,0.6,0.2917,-64.33,76.19,140.52,-0.1105,0.1166,0.2271,129.43,0.3448,0.4029
JP Inglis,PP,34,5,29,2.071,1.0,0.4828,-58.62,89.64,148.26,-0.0857,0.1416,0.2273,139.64,0.5588,0.3832
CP Jewell,PP,27,4,23,5.75,0.75,0.1304,-47.25,88.22,135.47,-0.0733,0.1284,0.2017,128.47,0.2222,0.3766
M Gilkes,PP,25,5,20,1.143,0.4,0.35,-59.74,74.89,134.64,-0.0824,0.1159,0.1983,122.69,0.36,0.4282
MT Renshaw,PP,24,3,21,14.0,0.6667,0.0476,-50.49,83.08,133.57,-0.0464,0.1256,0.172,127.26,0.125,0.3409
HE van der Dussen,PP,11,5,6,3.6,0.6,0.1667,-50.49,83.24,133.72,-0.05,0.1467,0.1967,110.78,0.3636,0.4954
TL Seifert,PP,44,4,40,2.5,0.75,0.3,-67.53,84.41,151.94,-0.0945,0.1404,0.2349,145.8,0.3409,0.394
KKN Egodage,PP,32,15,17,1.133,0.1333,0.1176,-48.47,50.91,99.38,-0.0758,0.0609,0.1367,76.66,0.125,0.5298
Maryam Omar,PP,16,8,8,0.667,0.25,0.375,-46.73,36.41,83.14,-0.0701,0.0402,0.1102,59.77,0.3125,0.591
Priyada Murali,PP,34,17,17,4.0,0.4706,0.1176,-24.9,47.43,72.33,-0.0397,0.0522,0.0919,59.88,0.2941,0.589
Y Daswani,PP,16,11,5,,0.1818,0.0,-31.5,36.28,67.78,-0.0114,0.0262,0.0377,46.12,0.125,0.6561
Amna Tariq,PP,12,8,4,1.0,0.5,0.5,-12.43,45.73,58.16,-0.0102,0.058,0.0681,49.87,0.5,0.6057
K Shrestha,PP,11,6,5,1.25,0.5,0.4,-30.55,49.36,79.91,-0.0041,0.0566,0.0607,63.25,0.4545,0.5619
SR Magar,PP,32,14,18,1.929,0.4286,0.2222,-39.86,41.67,81.53,-0.0541,0.0387,0.0927,64.09,0.3125,0.5169
I Barma,PP,20,10,10,2.5,0.5,0.2,-14.99,61.32,76.31,0.0368,0.0588,0.022,68.81,0.35,0.5069
Mas Elysa,PP,18,7,11,0.786,0.1429,0.1818,-32.8,48.13,80.92,-0.029,0.0497,0.0787,68.17,0.1667,0.5301
M Hill,PP,38,13,25,1.923,0.4615,0.24,-41.2,60.23,101.43,-0.0546,0.084,0.1385,87.34,0.3158,0.5106
H Deol,PP,10,3,7,4.667,0.6667,0.1429,-35.81,61.62,97.43,-0.0252,0.1162,0.1414,86.68,0.3,0.5198
MD Patel,PP,21,3,18,2.4,0.6667,0.2778,-39.06,106.3,145.36,-0.0225,0.2074,0.2299,139.78,0.3333,0.398
WIA Fernando,PP,12,4,8,1.5,0.75,0.5,-39.12,62.82,101.94,-0.0553,0.0774,0.1326,88.9,0.5833,0.5152
AK Markram,PP,34,9,25,1.984,0.5556,0.28,-56.18,98.02,154.2,-0.0907,0.1558,0.2465,139.33,0.3529,0.4147
F Samanyika,PP,14,10,4,0.6,0.3,0.5,-30.21,34.43,64.64,-0.0205,0.0384,0.0589,43.06,0.3571,0.6296
KA Green,PP,26,17,9,0.706,0.2353,0.3333,-38.4,60.37,98.77,-0.0092,0.0773,0.0865,73.66,0.2692,0.5372
SA Wittmann,PP,42,23,19,2.065,0.4348,0.2105,-51.64,72.01,123.65,-0.0788,0.1161,0.1949,95.37,0.3333,0.5489
Shubman Gill,PP,95,15,80,4.267,0.5333,0.125,-59.16,81.41,140.57,-0.088,0.1242,0.2123,131.23,0.1895,0.3798
LS Livingstone,PP,27,4,23,0.821,0.25,0.3043,-63.47,81.16,144.62,-0.0839,0.1269,0.2108,135.22,0.2963,0.4269
M Mupachikwa,PP,35,15,20,,0.2667,0.0,-39.87,49.52,89.39,-0.0538,0.0562,0.11,72.3,0.1143,0.5408
SM Mayers,PP,19,8,11,0.458,0.125,0.2727,-39.11,63.45,102.56,-0.0373,0.0965,0.1338,86.09,0.2105,0.525
V Langiatu,PP,19,11,8,2.909,0.3636,0.125,-41.25,48.24,89.49,-0.0779,0.0597,0.1376,65.61,0.2632,0.5684
Erika Oda,PP,19,5,14,2.8,0.4,0.1429,-49.93,45.44,95.37,-0.0335,0.0883,0.1218,82.23,0.2105,0.4828
R Andrew,PP,17,6,11,3.667,0.3333,0.0909,-57.77,49.13,106.9,-0.0758,0.0648,0.1406,86.51,0.1765,0.5155
I Waqavakatoga,PP,10,6,4,2.667,0.6667,0.25,-17.94,43.73,61.66,-0.0082,0.0766,0.0848,50.9,0.5,0.6342
FO Kibasu,PP,28,12,16,0.444,0.0833,0.1875,-36.48,62.83,99.31,-0.0218,0.094,0.1158,83.68,0.1429,0.4959
MD Bimenyimana,PP,33,22,11,2.0,0.3636,0.1818,-26.17,53.78,79.94,-0.0183,0.0768,0.0951,62.5,0.303,0.5949
A Perera,PP,13,6,7,3.5,0.5,0.1429,-19.63,54.88,74.51,0.0028,0.055,0.0521,65.45,0.3077,0.5144
SJ Baard,PP,20,3,17,2.833,0.3333,0.1176,-29.63,79.9,109.53,-0.0279,0.1044,0.1323,105.09,0.15,0.4193
T Perera,PP,10,4,6,0.0,0.0,0.3333,-36.38,79.4,115.79,-0.0742,0.1165,0.1907,101.24,0.2,0.5079
MG Erasmus,PP,13,5,8,0.8,0.2,0.25,-68.31,51.28,119.59,-0.1252,0.0934,0.2185,93.32,0.2308,0.5249
R Bakum,PP,12,4,8,2.0,0.75,0.375,-19.99,68.92,88.91,-0.0001,0.1021,0.1022,82.25,0.5,0.5002
K Motlanka,PP,29,7,22,3.143,0.5714,0.1818,-52.41,60.72,113.13,-0.057,0.0958,0.1528,100.48,0.2759,0.4287
V Balakrishnan,PP,15,4,11,2.75,0.75,0.2727,-81.8,43.02,124.82,-0.1465,0.0593,0.2058,103.0,0.4,0.5357
DM Gondaria,PP,11,3,8,1.067,0.6667,0.625,-30.88,73.9,104.78,-0.0153,0.1129,0.1282,96.36,0.6364,0.4532
VB Chikkannaiah,PP,14,4,10,0.833,0.5,0.6,-19.13,64.79,83.92,-0.0209,0.0589,0.0798,78.45,0.5714,0.4717
J Butler,PP,21,3,18,4.0,0.6667,0.1667,-11.96,102.57,114.53,0.063,0.2124,0.1494,112.82,0.2381,0.4326
Walid Ghauri,PP,16,6,10,1.667,0.5,0.3,-44.62,53.62,98.23,-0.043,0.0771,0.1201,81.5,0.375,0.5144
I Nakisuuyi,PP,27,19,8,1.053,0.2632,0.25,-26.83,47.81,74.64,-0.005,0.0513,0.0563,55.76,0.2593,0.6085
JW Jenner,PP,11,3,8,0.0,0.0,0.25,-105.98,80.81,186.79,-0.1835,0.1273,0.3108,157.88,0.1818,0.4011
P Alako,PP,12,7,5,2.857,0.5714,0.2,-72.31,47.07,119.38,-0.1023,0.0524,0.1547,77.2,0.4167,0.5848
Ahmed Faiz,PP,23,5,18,0.0,0.0,0.2778,-34.91,75.77,110.68,-0.0297,0.1327,0.1624,103.09,0.2174,0.4494
Syed Aziz,PP,48,9,39,1.806,0.5556,0.3077,-53.58,86.02,139.61,-0.093,0.1297,0.2227,129.56,0.3542,0.4259
JE Ronalds,PP,15,7,8,4.571,0.5714,0.125,-38.69,34.75,73.43,-0.0204,0.0206,0.0409,55.38,0.3333,0.5295
Virandeep Singh,PP,53,7,46,2.19,0.2857,0.1304,-62.73,59.54,122.27,-0.1047,0.0743,0.179,113.99,0.1509,0.4328
Kamran Khan,PP,13,5,8,1.067,0.8,0.75,-32.81,93.1,125.92,-0.0645,0.1506,0.2151,113.3,0.7692,0.5595
S Chandramohan,PP,24,3,21,2.333,0.6667,0.2857,-38.12,67.2,105.32,-0.0442,0.0951,0.1393,100.56,0.3333,0.4393
Adnan Idrees,PP,12,3,9,1.8,1.0,0.5556,-57.52,89.39,146.91,-0.1064,0.1495,0.2559,132.53,0.6667,0.4368
R Sandaruwan,PP,38,3,35,0.972,0.3333,0.3429,-48.74,86.11,134.85,-0.0589,0.1448,0.2037,131.0,0.3421,0.3988
N Pooran,PP,25,6,19,0.905,0.3333,0.3684,-105.28,69.26,174.54,-0.1946,0.1018,0.2964,149.27,0.36,0.4603
B de Leede,PP,32,12,20,2.083,0.4167,0.2,-48.56,48.95,97.51,-0.0701,0.0684,0.1385,79.3,0.2812,0.5094
R Rijke,PP,12,4,8,,0.25,0.0,-64.96,44.74,109.7,-0.0695,0.0526,0.1221,88.05,0.0833,0.4968
N Koncharoenkai,PP,52,25,27,0.9,0.2,0.2222,-43.8,54.25,98.05,-0.0596,0.0656,0.1253,76.99,0.2115,0.5536
O Prendergast,PP,21,4,17,2.125,0.25,0.1176,-65.72,58.94,124.66,-0.0833,0.1002,0.1835,112.14,0.1429,0.4561
R Stokell,PP,14,6,8,2.667,0.3333,0.125,-35.98,64.49,100.47,-0.0723,0.0819,0.1542,85.05,0.2143,0.5133
NS Dhaliwal,PP,26,4,22,1.833,0.75,0.4091,-59.32,70.72,130.05,-0.1256,0.0706,0.1962,120.92,0.4615,0.4381
YSD Seneveratne,PP,12,4,8,4.0,0.5,0.125,-53.29,73.96,127.24,-0.0624,0.1294,0.1917,109.48,0.25,0.5191
TS Fray,PP,20,5,15,4.0,0.8,0.2,-42.59,50.09,92.68,-0.0647,0.04,0.1047,82.03,0.35,0.4787
GK Diviya,PP,14,9,5,,0.3333,0.0,-43.95,33.24,77.19,-0.0327,0.0324,0.0651,48.94,0.2143,0.5926
RR Seth,PP,12,6,6,3.0,0.5,0.1667,-4.09,58.94,63.04,0.0383,0.0883,0.05,60.99,0.3333,0.5949
Shafina Mahesh,PP,14,8,6,,0.25,0.0,-41.05,32.3,73.34,-0.033,0.0158,0.0488,49.89,0.1429,0.5573
Wan Julia,PP,34,9,25,3.333,0.6667,0.2,-35.64,46.63,82.27,-0.0703,0.0204,0.0906,72.84,0.3235,0.5076
N Vare,PP,24,15,9,0.36,0.2,0.5556,-33.17,50.01,83.18,-0.0346,0.0725,0.1071,62.45,0.3333,0.6131
Murshida Khatun,PP,33,11,22,2.0,0.4545,0.2273,-18.19,65.85,84.04,-0.0116,0.0914,0.103,77.97,0.303,0.5067
JA Diergaardt,PP,18,14,4,2.0,0.5,0.25,-53.4,49.09,102.48,-0.1322,0.0508,0.183,60.95,0.4444,0.6413
Nazmul Hossain Shanto,PP,21,6,15,0.833,0.3333,0.4,-35.8,62.5,98.3,-0.0701,0.0667,0.1368,88.07,0.381,0.483
Shafali Verma,PP,64,8,56,3.0,0.75,0.25,-53.43,88.52,141.96,-0.1142,0.1344,0.2486,135.28,0.3125,0.4212
D Ajekun,PP,18,8,10,1.25,0.25,0.2,-43.13,55.5,98.63,-0.018,0.0842,0.1022,79.46,0.2222,0.5171
H Carlyon,PP,18,3,15,1.667,1.0,0.6,-50.61,62.06,112.68,-0.0823,0.0857,0.1681,104.24,0.6667,0.4783
JP Kotze,PP,15,3,12,0.0,0.0,0.0833,-38.79,90.83,129.62,-0.0521,0.175,0.2271,121.86,0.0667,0.4699
Sulaimon Runsewe,PP,44,10,34,1.36,0.4,0.2941,-52.74,59.42,112.16,-0.0961,0.0568,0.153,100.18,0.3182,0.4504
CG Williams,PP,14,6,8,2.667,0.3333,0.125,-41.93,54.62,96.54,-0.0665,0.0674,0.1339,78.57,0.2143,0.5273
Mohammad Naim,PP,24,5,19,0.76,0.2,0.2632,-13.05,90.16,103.21,-0.0097,0.1261,0.1358,100.49,0.25,0.4639
BA King,PP,39,6,33,1.375,0.3333,0.2424,-45.11,99.38,144.49,-0.0701,0.1739,0.244,137.55,0.2564,0.4245
PD Salt,PP,63,4,59,4.214,1.0,0.2373,-65.93,102.15,168.08,-0.1264,0.1567,0.2832,163.89,0.2857,0.3244
CM Gough,PP,18,4,14,,0.0,0.0,-23.57,39.89,63.47,0.0122,0.05,0.0378,58.23,0.0,0.4528
I Liyanage,PP,20,3,17,0.0,0.0,0.1765,-75.72,52.54,128.26,-0.1182,0.0933,0.2115,116.9,0.15,0.4452
Sarfaraz Ali,PP,21,4,17,1.7,0.5,0.2941,-66.19,80.71,146.9,-0.0975,0.1512,0.2487,134.29,0.3333,0.4925
H Madavi,PP,29,12,17,1.417,0.1667,0.1176,-12.36,79.71,92.07,0.0159,0.1214,0.1055,86.95,0.1379,0.5077
TS Kamunhukamwe,PP,10,5,5,0.333,0.2,0.6,-9.88,94.6,104.47,0.0335,0.166,0.1325,99.53,0.4,0.4869
D Padikkal,PP,34,4,30,2.143,0.5,0.2333,-49.85,84.32,134.17,-0.0712,0.1403,0.2114,128.3,0.2647,0.3961
YBK Jaiswal,PP,59,4,55,1.833,0.5,0.2727,-59.04,106.02,165.05,-0.1044,0.1935,0.2979,161.05,0.2881,0.4043
IA De Silva,PP,16,3,13,2.6,1.0,0.3846,-42.77,47.86,90.64,-0.0358,0.079,0.1149,82.62,0.5,0.4845
RD Gaikwad,PP,64,6,58,2.636,0.5,0.1897,-40.4,89.77,130.17,-0.0341,0.1551,0.1892,126.39,0.2188,0.3918
DP Conway,PP,50,5,45,2.571,0.4,0.1556,-35.09,86.67,121.76,-0.0586,0.1236,0.1822,118.25,0.18,0.3837
JM Clarke,PP,28,4,24,3.0,0.5,0.1667,-71.63,63.64,135.27,-0.0896,0.0819,0.1715,125.04,0.2143,0.3724
A Bosch,PP,14,4,10,,0.25,0.0,-82.68,33.33,116.0,-0.1751,0.0,0.1751,92.38,0.0714,0.4792
P Nissanka,PP,51,4,47,3.525,0.75,0.2128,-64.97,60.03,125.0,-0.1115,0.0729,0.1844,119.91,0.2549,0.3911
AC Kerr,PP,10,3,7,2.333,0.3333,0.1429,-44.72,71.54,116.26,-0.0211,0.1282,0.1493,102.84,0.2,0.4418
FH Allen,PP,34,4,30,1.765,1.0,0.5667,-63.68,104.35,168.03,-0.1254,0.1531,0.2786,160.54,0.6176,0.3721
RG Mukasa,PP,23,6,17,1.417,0.5,0.3529,-57.27,72.47,129.74,-0.0982,0.1062,0.2044,114.8,0.3913,0.4519
Saud Islam,PP,14,4,10,3.75,0.75,0.2,-19.56,73.12,92.69,-0.0124,0.1083,0.1208,87.1,0.3571,0.489
Aasif Sheikh,PP,45,7,38,1.81,0.4286,0.2368,-41.84,88.47,130.32,-0.0461,0.1523,0.1984,123.81,0.2667,0.4314
K Bhurtel,PP,41,6,35,0.897,0.3333,0.3714,-55.18,79.87,135.04,-0.0777,0.1356,0.2134,126.97,0.3659,0.4577
P Simran Singh,PP,31,4,27,1.688,0.5,0.2963,-65.88,93.5,159.39,-0.0798,0.1762,0.256,150.88,0.3226,0.4006
Bilal Zalmai,PP,23,4,19,1.357,0.5,0.3684,-26.84,107.18,134.02,-0.0114,0.2001,0.2115,129.35,0.3913,0.3911
Razmal Shigiwal,PP,14,4,10,2.5,0.25,0.1,-36.26,81.81,118.08,-0.0921,0.0871,0.1792,107.72,0.1429,0.4235
Q Abel,PP,27,8,19,2.375,0.5,0.2105,-24.67,73.78,98.45,-0.0218,0.1149,0.1366,91.14,0.2963,0.4881
F Eseigbe,PP,11,7,4,1.143,0.2857,0.25,-14.64,44.08,58.72,0.0214,0.065,0.0436,49.41,0.2727,0.6101
G Ishimwe,PP,22,11,11,,0.4545,0.0,-57.28,55.13,112.41,-0.0946,0.0623,0.1569,83.77,0.2273,0.5404
H Lakov,PP,25,3,22,2.933,0.6667,0.2273,-29.36,78.36,107.72,-0.0006,0.1255,0.1261,104.19,0.28,0.3699
T Marumani,PP,33,6,27,2.813,0.8333,0.2963,-54.35,75.82,130.17,-0.0778,0.1271,0.205,120.29,0.3939,0.4265
Talha Khan,PP,12,3,9,0.0,0.0,0.3333,-70.54,35.12,105.66,-0.1191,0.0208,0.1399,88.03,0.25,0.5
D Ndikubwimana,PP,43,18,25,3.819,0.6111,0.16,-53.42,50.28,103.71,-0.0648,0.0707,0.1355,81.34,0.3488,0.5348
E Dusingizimana,PP,30,8,22,1.719,0.625,0.3636,-43.99,80.38,124.37,-0.0539,0.1252,0.1791,112.64,0.4333,0.4709
O Tuyisenge,PP,25,7,18,0.735,0.2857,0.3889,-60.65,63.68,124.33,-0.0669,0.1143,0.1812,107.35,0.36,0.4818
B Arora,PP,14,3,11,1.222,0.3333,0.2727,-37.79,53.72,91.51,-0.0458,0.0779,0.1237,83.41,0.2857,0.4448
L Bruce,PP,25,6,19,2.533,0.6667,0.2632,-38.73,55.72,94.45,-0.0567,0.0681,0.1248,85.16,0.36,0.4589
AK Mohan,PP,11,8,3,1.125,0.375,0.3333,-2.46,63.62,66.08,-0.0001,0.0789,0.079,64.29,0.3636,0.6331
NG Collins,PP,12,6,6,0.75,0.5,0.6667,-49.77,46.64,96.4,-0.0853,0.0373,0.1227,71.52,0.5833,0.5556
Abhijeet Ahuja,PP,12,3,9,0.0,0.0,0.2222,-34.26,42.22,76.49,-0.0552,0.0185,0.0737,67.92,0.1667,0.4703
M Dlamini,PP,10,7,3,0.429,0.2857,0.6667,-42.91,36.45,79.36,-0.0414,0.0565,0.0979,49.32,0.4,0.6797
E Sandy,PP,13,6,7,1.167,0.6667,0.5714,-58.46,37.79,96.25,-0.1186,0.0246,0.1432,69.27,0.6154,0.5376
S Mtae,PP,28,5,23,1.15,0.4,0.3478,-39.64,60.26,99.9,-0.0686,0.0634,0.132,92.82,0.3571,0.4132
RB Patel,PP,13,6,7,3.5,0.5,0.1429,-39.7,62.86,102.55,-0.0555,0.1088,0.1643,84.23,0.3077,0.5741
JO Adedeji,PP,13,7,6,,0.2857,0.0,-47.17,49.64,96.81,-0.0364,0.0704,0.1067,71.41,0.1538,0.6004
S Sesazi,PP,47,13,34,1.495,0.3077,0.2059,-47.62,79.03,126.65,-0.0669,0.1347,0.2016,113.48,0.234,0.4621
MLN Sissako,PP,15,9,6,2.667,0.4444,0.1667,-23.86,35.06,58.92,-0.0047,0.0435,0.0482,44.6,0.3333,0.6285
RN Patel,PP,23,5,18,1.8,0.6,0.3333,-22.66,92.46,115.12,-0.0063,0.1566,0.1628,110.2,0.3913,0.4673
VR Iyer,PP,24,5,19,1.9,0.6,0.3158,-92.71,51.3,144.01,-0.1825,0.0496,0.2322,124.7,0.375,0.4499
Ali Masood,PP,15,4,11,1.375,0.75,0.5455,-69.39,31.13,100.52,-0.1171,0.0109,0.128,82.02,0.6,0.5075
Abhishek Sharma,PP,59,6,53,2.208,0.8333,0.3774,-95.55,83.59,179.14,-0.1576,0.1448,0.3025,169.43,0.4237,0.358
CJA Amini,PP,10,3,7,2.333,0.3333,0.1429,-101.79,46.15,147.94,-0.1574,0.0812,0.2385,117.4,0.2,0.4259
Waseem Muhammad,PP,54,7,47,3.357,0.7143,0.2128,-76.89,68.3,145.19,-0.1336,0.0962,0.2298,135.23,0.2778,0.4116
SK Awiah,PP,15,9,6,4.0,0.6667,0.1667,-36.67,47.74,84.41,-0.0468,0.0549,0.1017,62.41,0.4667,0.5816
D Kansonkho,PP,18,7,11,3.143,0.5714,0.1818,-32.31,67.19,99.5,-0.0212,0.1064,0.1276,86.93,0.3333,0.5191
KH Prajapati,PP,27,11,16,2.424,0.9091,0.375,-32.29,83.21,115.5,-0.0127,0.1493,0.162,102.35,0.5926,0.499
Sami Sohail,PP,19,4,15,7.5,0.5,0.0667,-62.06,59.24,121.31,-0.0977,0.07,0.1677,108.24,0.1579,0.4598
L Agatha,PP,12,8,4,,0.375,0.0,-44.15,33.44,77.59,-0.0637,0.0256,0.0893,48.16,0.25,0.6234
J Bangura,PP,13,4,9,0.9,0.5,0.5556,-63.91,40.84,104.76,-0.0699,0.0584,0.1283,85.09,0.5385,0.4843
Azyan Farhath,PP,24,9,15,3.333,0.4444,0.1333,-33.17,49.3,82.47,-0.0299,0.0594,0.0892,70.03,0.25,0.5192
II Selemani,PP,31,5,26,0.945,0.4,0.4231,-64.91,95.65,160.56,-0.1318,0.1541,0.2859,150.09,0.4194,0.4362
J Bulele,PP,10,5,5,1.0,0.2,0.2,-27.92,65.07,92.99,-0.0443,0.096,0.1403,79.03,0.2,0.5451
AR Patwa,PP,36,11,25,1.515,0.3636,0.24,-45.98,85.49,131.46,-0.0759,0.1443,0.2201,117.41,0.2778,0.4609
BN Toube,PP,10,4,6,1.5,0.75,0.5,-54.98,50.72,105.7,-0.0519,0.0997,0.1516,83.71,0.6,0.5004
M Taylor,PP,20,9,11,1.833,0.6667,0.3636,-45.0,43.49,88.48,-0.0985,0.0442,0.1426,68.23,0.5,0.5765
K Kunwar,PP,13,7,6,3.429,0.5714,0.1667,-45.72,53.06,98.79,-0.0677,0.0681,0.1359,74.17,0.3846,0.5455
D Wangmo,PP,10,7,3,,0.2857,0.0,-24.74,39.84,64.58,-0.0328,0.0185,0.0513,47.27,0.2,0.6418
Theertha Satish,PP,45,10,35,5.25,0.3,0.0571,-34.89,74.2,109.09,-0.032,0.1216,0.1536,101.34,0.1111,0.4602
N Choden,PP,21,8,13,0.271,0.125,0.4615,-22.86,39.07,61.93,-0.0187,0.0337,0.0523,53.22,0.3333,0.5569
NT Miles,PP,34,10,24,3.6,0.3,0.0833,-29.12,54.18,83.31,-0.0299,0.0588,0.0887,74.74,0.1471,0.4932
